Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Postal Code,Enrolment,Latitude,Longitude,First Language Not English,New to Canada from Non-English Speaking Country,Receiving Special Education Services,Identified as Gifted,Live in Low-Income Households,Parents Have Some University Education,2016 Grade 3 Reading,2019 Grade 3 Reading,2016 Grade 3 Writing,2019 Grade 3 Writing,2016 Grade 3 Math,2019 Grade 3 Math,2016 Grade 6 Reading,2019 Grade 6 Reading,2016 Grade 6 Writing,2019 Grade 6 Writing,2016 Grade 6 Math,2019 Grade 6 Math
Toronto CDSB,Cath Dist Sch Brd (E/F),St Rose of Lima Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1H1A4,470.0,43.75712,-79.2407,94.0,94.0,47.0,0.0,164.0,188.0,419.0,390.0,348.0,334.0,289.0,263.0,394.0,343.0,418.0,376.0,144.0,141.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Sebastian Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6H3P1,220.0,43.66283,-79.4398,88.0,22.0,44.0,0.0,44.0,88.0,220.0,220.0,220.0,220.0,202.0,178.0,212.0,220.0,202.0,202.0,164.0,128.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Simon Catholic School,Catholic,Not applicable,Elementary,English,JK-8,North York,M9M2K3,550.0,43.71961,-79.5359,138.0,50.0,55.0,6.0,121.0,204.0,414.0,418.0,446.0,446.0,302.0,242.0,434.0,456.0,446.0,468.0,221.0,192.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Stephen Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9W2H8,425.0,43.72199,-79.5544,106.0,85.0,106.0,0.0,149.0,106.0,314.0,314.0,299.0,323.0,236.0,191.0,275.0,302.0,287.0,327.0,74.0,68.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Sylvester Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1V1S4,190.0,43.80559,-79.3021,95.0,19.0,10.0,0.0,76.0,76.0,190.0,179.0,171.0,118.0,157.0,118.0,180.0,169.0,180.0,180.0,142.0,141.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Theresa Shrine Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1M1M2,215.0,43.71558,-79.2424,43.0,11.0,32.0,0.0,54.0,108.0,128.0,125.0,151.0,101.0,79.0,69.0,196.0,196.0,205.0,215.0,81.0,58.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Thomas Aquinas Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6E3G9,515.0,43.69591,-79.4451,196.0,88.0,62.0,5.0,129.0,185.0,443.0,474.0,422.0,443.0,332.0,299.0,385.0,458.0,412.0,474.0,230.0,237.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Thomas More Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1G3M7,335.0,43.77841,-79.2251,117.0,67.0,34.0,0.0,134.0,134.0,283.0,218.0,260.0,174.0,153.0,151.0,265.0,305.0,284.0,298.0,178.0,221.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Timothy Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M2J1Y3,600.0,43.77453,-79.3508,246.0,126.0,78.0,12.0,222.0,384.0,462.0,504.0,396.0,360.0,379.0,360.0,445.0,498.0,480.0,552.0,237.0,246.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Ursula Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1E1L8,260.0,43.74982,-79.1997,13.0,26.0,26.0,0.0,65.0,117.0,188.0,192.0,187.0,146.0,104.0,86.0,204.0,200.0,247.0,200.0,64.0,60.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Victor Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M1P4M2,325.0,43.76907,-79.2591,98.0,16.0,32.0,0.0,81.0,146.0,166.0,188.0,210.0,231.0,158.0,169.0,253.0,286.0,275.0,286.0,160.0,166.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Vincent de Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6R1M2,335.0,43.64668,-79.4478,67.0,0.0,50.0,0.0,50.0,234.0,301.0,325.0,308.0,305.0,296.0,275.0,316.0,325.0,316.0,335.0,211.0,241.0
Toronto CDSB,Cath Dist Sch Brd (E/F),St Wilfrid Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M3J2G8,675.0,43.7601,-79.5025,196.0,135.0,74.0,0.0,263.0,196.0,428.0,385.0,489.0,425.0,308.0,277.0,417.0,446.0,489.0,479.0,225.0,182.0
Toronto CDSB,Cath Dist Sch Brd (E/F),Stella Maris Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6E1E6,340.0,43.67974,-79.4445,187.0,51.0,51.0,0.0,68.0,136.0,251.0,211.0,259.0,150.0,140.0,105.0,274.0,255.0,261.0,248.0,138.0,139.0
Toronto CDSB,Cath Dist Sch Brd (E/F),Sts Cosmas and Damian Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M6B3L3,380.0,43.70672,-79.4445,152.0,57.0,57.0,0.0,76.0,171.0,347.0,274.0,360.0,346.0,292.0,213.0,336.0,346.0,343.0,357.0,290.0,293.0
Toronto CDSB,Cath Dist Sch Brd (E/F),The Divine Infant Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Scarborough,M1V3H7,110.0,43.82181,-79.2709,33.0,11.0,28.0,6.0,33.0,38.0,N/A,101.0,N/A,110.0,N/A,85.0,104.0,103.0,98.0,97.0,60.0,62.0
Toronto CDSB,Cath Dist Sch Brd (E/F),The Holy Trinity Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M8V4B7,540.0,43.59763,-79.517,103.0,43.0,65.0,16.0,124.0,281.0,N/A,491.0,N/A,491.0,N/A,400.0,N/A,454.0,N/A,481.0,N/A,297.0
Toronto CDSB,Cath Dist Sch Brd (E/F),Transfiguration of our Lord Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9R2J2,430.0,43.69182,-79.563,64.0,22.0,22.0,43.0,86.0,215.0,339.0,366.0,309.0,340.0,288.0,331.0,385.0,404.0,401.0,417.0,273.0,262.0
Toronto CDSB,Cath Dist Sch Brd (E/F),Venerable John Merlini Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Toronto,M9L1G9,285.0,43.75691,-79.5798,43.0,0.0,57.0,14.0,57.0,57.0,267.0,262.0,257.0,242.0,228.0,185.0,253.0,245.0,266.0,231.0,141.0,123.0
Toronto DSB,Pub Dist Sch Brd (E/F),ALPHA Alternative Junior School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5V2M1,80.0,43.64571,-79.3982,8.0,0.0,8.0,0.0,16.0,48.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Adam Beck Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4E3M8,525.0,43.68315,-79.2885,42.0,16.0,63.0,0.0,32.0,430.0,448.0,452.0,390.0,273.0,309.0,294.0,488.0,488.0,452.0,488.0,304.0,210.0
Toronto DSB,Pub Dist Sch Brd (E/F),Africentric Alternative School,Public,Not applicable,Elementary,English,JK-8,Toronto,M3M2W9,105.0,43.74443,-79.4883,0.0,0.0,10.0,0.0,42.0,26.0,75.0,83.0,73.0,90.0,48.0,60.0,66.0,81.0,68.0,89.0,9.0,8.0
Toronto DSB,Pub Dist Sch Brd (E/F),Agincourt Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M1S1N3,215.0,43.78823,-79.281,161.0,22.0,32.0,0.0,64.0,97.0,195.0,170.0,187.0,170.0,162.0,131.0,183.0,174.0,187.0,194.0,147.0,146.0
Toronto DSB,Pub Dist Sch Brd (E/F),Agnes Macphail Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1V1W5,310.0,43.81926,-79.2784,248.0,46.0,31.0,0.0,62.0,93.0,254.0,236.0,250.0,220.0,257.0,254.0,259.0,282.0,269.0,282.0,247.0,257.0
Toronto DSB,Pub Dist Sch Brd (E/F),Albion Heights Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9V3W9,445.0,43.73138,-79.5943,222.0,44.0,67.0,0.0,134.0,178.0,376.0,365.0,389.0,338.0,261.0,222.0,348.0,418.0,340.0,432.0,193.0,187.0
Toronto DSB,Pub Dist Sch Brd (E/F),Alexander Muir/Gladstone Ave Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6J3L2,445.0,43.64578,-79.4287,89.0,22.0,89.0,0.0,111.0,245.0,298.0,316.0,372.0,387.0,246.0,214.0,394.0,418.0,419.0,432.0,264.0,267.0
Toronto DSB,Pub Dist Sch Brd (E/F),Alexander Stirling Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B3A9,355.0,43.81165,-79.2076,106.0,18.0,71.0,0.0,106.0,106.0,189.0,178.0,212.0,248.0,136.0,135.0,242.0,213.0,217.0,213.0,95.0,71.0
Toronto DSB,Pub Dist Sch Brd (E/F),Alexmuir Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1V1H6,380.0,43.8091,-79.2856,323.0,38.0,38.0,0.0,114.0,133.0,294.0,300.0,296.0,281.0,296.0,281.0,345.0,331.0,346.0,353.0,219.0,243.0
Toronto DSB,Pub Dist Sch Brd (E/F),Allenby Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5N1M2,800.0,43.70943,-79.4128,80.0,72.0,64.0,0.0,64.0,704.0,713.0,720.0,691.0,656.0,592.0,616.0,760.0,760.0,759.0,744.0,691.0,608.0
Toronto DSB,Pub Dist Sch Brd (E/F),Alvin Curling Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B6K4,535.0,43.80812,-79.1905,369.0,27.0,70.0,0.0,102.0,171.0,442.0,455.0,457.0,471.0,405.0,348.0,513.0,503.0,524.0,514.0,388.0,353.0
Toronto DSB,Pub Dist Sch Brd (E/F),Amesbury Middle School,Public,Not applicable,Elementary,English,6-8,North York,M6L1L7,270.0,43.70829,-79.4931,108.0,27.0,81.0,0.0,108.0,54.0,N/A,N/A,N/A,N/A,N/A,N/A,160.0,157.0,171.0,162.0,52.0,49.0
Toronto DSB,Pub Dist Sch Brd (E/F),Ancaster Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3K1S6,115.0,43.73286,-79.467,46.0,23.0,34.0,0.0,23.0,46.0,53.0,51.0,75.0,64.0,48.0,44.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Annette Street Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6P1R3,535.0,43.66142,-79.4728,54.0,27.0,96.0,16.0,54.0,433.0,452.0,407.0,364.0,342.0,329.0,316.0,431.0,444.0,423.0,444.0,235.0,209.0
Toronto DSB,Pub Dist Sch Brd (E/F),Anson Park Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1M1X5,220.0,43.72612,-79.241,121.0,22.0,33.0,0.0,77.0,88.0,173.0,180.0,206.0,194.0,154.0,143.0,157.0,191.0,173.0,211.0,106.0,125.0
Toronto DSB,Pub Dist Sch Brd (E/F),Anson S Taylor Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1S4C5,220.0,43.80428,-79.2616,187.0,22.0,22.0,0.0,88.0,66.0,152.0,143.0,145.0,161.0,136.0,136.0,190.0,196.0,192.0,213.0,129.0,145.0
Toronto DSB,Pub Dist Sch Brd (E/F),Arbor Glen Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2H3H6,305.0,43.80948,-79.3557,214.0,61.0,15.0,0.0,46.0,259.0,287.0,290.0,293.0,290.0,293.0,284.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Armour Heights Public School,Public,Not applicable,Elementary,English,JK-6,North York,M5M3A5,250.0,43.7409,-79.4195,25.0,0.0,25.0,0.0,38.0,175.0,218.0,198.0,224.0,190.0,200.0,210.0,230.0,242.0,225.0,250.0,148.0,152.0
Toronto DSB,Pub Dist Sch Brd (E/F),Avondale Alternative Elementary School,Public,Not applicable,Elementary,English,JK-8,North York,M2N2V4,140.0,43.75967,-79.4002,28.0,7.0,7.0,14.0,35.0,112.0,140.0,140.0,140.0,140.0,140.0,127.0,140.0,140.0,140.0,140.0,127.0,112.0
Toronto DSB,Pub Dist Sch Brd (E/F),Avondale Public School,Public,Not applicable,Elementary,English,JK-8,North York,M2N2V4,425.0,43.75967,-79.4002,298.0,170.0,21.0,0.0,128.0,382.0,250.0,327.0,238.0,293.0,222.0,251.0,343.0,336.0,334.0,391.0,254.0,246.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bala Avenue Community School,Public,Not applicable,Elementary,English,JK-5,York,M6M2E1,240.0,43.6894,-79.4994,48.0,24.0,36.0,0.0,96.0,48.0,142.0,149.0,180.0,166.0,75.0,74.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Balmy Beach Community School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4E1L6,420.0,43.67643,-79.2898,21.0,21.0,42.0,0.0,21.0,378.0,394.0,382.0,401.0,357.0,366.0,311.0,380.0,395.0,373.0,399.0,329.0,378.0
Toronto DSB,Pub Dist Sch Brd (E/F),Banting and Best Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1V4E7,370.0,43.82651,-79.2798,314.0,56.0,37.0,0.0,130.0,92.0,246.0,300.0,242.0,266.0,225.0,266.0,304.0,292.0,310.0,326.0,257.0,278.0
Toronto DSB,Pub Dist Sch Brd (E/F),Baycrest Public School,Public,Not applicable,Elementary,English,JK-8,North York,M6A1W4,170.0,43.7266,-79.4442,51.0,26.0,17.0,0.0,51.0,68.0,N/A,104.0,N/A,85.0,N/A,66.0,N/A,156.0,N/A,156.0,N/A,14.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bayview Middle School,Public,Not applicable,Elementary,English,6-8,North York,M2K1W4,450.0,43.77619,-79.3852,270.0,90.0,68.0,0.0,112.0,382.0,N/A,N/A,N/A,N/A,N/A,N/A,382.0,378.0,380.0,414.0,309.0,297.0
Toronto DSB,Pub Dist Sch Brd (E/F),Beaches Alternative Junior School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4E2Z5,75.0,43.68261,-79.2991,8.0,0.0,15.0,0.0,15.0,45.0,N/A,68.0,N/A,61.0,N/A,41.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Beaumonde Heights Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9V1T1,595.0,43.74258,-79.5746,321.0,89.0,95.0,0.0,178.0,202.0,444.0,422.0,475.0,399.0,412.0,280.0,481.0,500.0,449.0,512.0,294.0,321.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bedford Park Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4N1X2,715.0,43.72785,-79.4,93.0,57.0,107.0,0.0,43.0,658.0,694.0,701.0,693.0,679.0,685.0,651.0,685.0,644.0,631.0,644.0,547.0,465.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bellmere Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1H2E6,400.0,43.77196,-79.2351,280.0,100.0,40.0,0.0,180.0,220.0,301.0,316.0,296.0,296.0,275.0,272.0,378.0,272.0,371.0,312.0,306.0,236.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bendale Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1H1M4,410.0,43.76256,-79.2449,246.0,62.0,41.0,0.0,102.0,205.0,289.0,332.0,286.0,303.0,252.0,262.0,314.0,336.0,308.0,336.0,242.0,242.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bennington Heights Elementary School,Public,Not applicable,Elementary,English,JK-6,East York,M4G1B1,190.0,43.69407,-79.3687,48.0,19.0,19.0,10.0,19.0,171.0,175.0,182.0,162.0,182.0,174.0,167.0,190.0,177.0,190.0,182.0,167.0,154.0
Toronto DSB,Pub Dist Sch Brd (E/F),Berner Trail Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M1B1B3,270.0,43.80156,-79.2211,108.0,27.0,27.0,0.0,81.0,108.0,177.0,184.0,209.0,192.0,168.0,173.0,226.0,194.0,227.0,202.0,135.0,135.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bessborough Drive Elementary and Middle School,Public,Not applicable,Elementary,English,JK-8,East York,M4G3K2,540.0,43.70721,-79.3701,49.0,22.0,65.0,11.0,38.0,502.0,490.0,529.0,468.0,529.0,487.0,502.0,467.0,486.0,466.0,475.0,361.0,383.0
Toronto DSB,Pub Dist Sch Brd (E/F),Beverley Heights Middle School,Public,Not applicable,Elementary,English,6-8,North York,M3M1S5,435.0,43.73302,-79.5048,174.0,44.0,87.0,0.0,174.0,87.0,N/A,N/A,N/A,N/A,N/A,N/A,293.0,313.0,310.0,344.0,117.0,104.0
Toronto DSB,Pub Dist Sch Brd (E/F),Beverley School,Public,Not applicable,Elementary,English,JK-8,Toronto,M5T1L4,80.0,43.65576,-79.3957,16.0,0.0,80.0,0.0,16.0,48.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Beverly Glen Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1W1W4,425.0,43.79865,-79.3231,255.0,42.0,21.0,0.0,85.0,191.0,347.0,361.0,364.0,382.0,311.0,289.0,385.0,408.0,391.0,395.0,282.0,336.0
Toronto DSB,Pub Dist Sch Brd (E/F),Birch Cliff Heights Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M1N2J1,275.0,43.70173,-79.2598,96.0,28.0,41.0,0.0,55.0,138.0,209.0,184.0,207.0,151.0,153.0,124.0,198.0,168.0,230.0,223.0,116.0,121.0
Toronto DSB,Pub Dist Sch Brd (E/F),Birch Cliff Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1N1S2,435.0,43.69198,-79.2656,44.0,0.0,87.0,0.0,65.0,239.0,376.0,335.0,380.0,365.0,274.0,296.0,330.0,370.0,332.0,418.0,163.0,191.0
Toronto DSB,Pub Dist Sch Brd (E/F),Blacksmith Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3N1V5,200.0,43.77125,-79.5267,90.0,20.0,30.0,0.0,80.0,20.0,165.0,160.0,168.0,176.0,118.0,112.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Blake Street Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4J1A7,370.0,43.6718,-79.3385,74.0,0.0,18.0,0.0,111.0,185.0,287.0,278.0,309.0,278.0,207.0,174.0,293.0,278.0,283.0,300.0,193.0,141.0
Toronto DSB,Pub Dist Sch Brd (E/F),Blantyre Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1N2S4,305.0,43.68509,-79.2839,15.0,0.0,30.0,15.0,46.0,214.0,237.0,235.0,247.0,217.0,190.0,217.0,276.0,262.0,262.0,262.0,132.0,116.0
Toronto DSB,Pub Dist Sch Brd (E/F),Blaydon Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3M2C9,175.0,43.73551,-79.4862,70.0,18.0,52.0,0.0,52.0,70.0,125.0,145.0,122.0,117.0,106.0,102.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Bliss Carman Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1M3N8,290.0,43.73264,-79.2256,174.0,29.0,87.0,0.0,145.0,116.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Bloordale Middle School,Public,Not applicable,Elementary,English,6-8,Etobicoke,M9C2H3,370.0,43.63914,-79.5719,166.0,18.0,111.0,0.0,92.0,222.0,N/A,N/A,N/A,N/A,N/A,N/A,283.0,289.0,277.0,285.0,170.0,148.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bloorlea Middle School,Public,Not applicable,Elementary,English,6-8,Etobicoke,M9B1M5,285.0,43.63775,-79.555,114.0,28.0,57.0,0.0,57.0,171.0,N/A,N/A,N/A,N/A,N/A,N/A,257.0,262.0,245.0,262.0,175.0,180.0
Toronto DSB,Pub Dist Sch Brd (E/F),Blythwood Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4N2Z5,415.0,43.71993,-79.3895,83.0,42.0,42.0,21.0,42.0,394.0,384.0,415.0,377.0,403.0,384.0,403.0,415.0,365.0,416.0,374.0,388.0,303.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bowmore Road Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4L3J2,970.0,43.67678,-79.3149,68.0,29.0,126.0,136.0,116.0,737.0,725.0,660.0,846.0,660.0,589.0,524.0,880.0,854.0,842.0,766.0,615.0,572.0
Toronto DSB,Pub Dist Sch Brd (E/F),Braeburn Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9W2N8,175.0,43.72802,-79.5489,70.0,18.0,18.0,0.0,88.0,35.0,163.0,145.0,164.0,154.0,168.0,138.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Brian Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2J3Y6,380.0,43.7822,-79.3318,190.0,38.0,38.0,0.0,95.0,266.0,237.0,289.0,245.0,289.0,279.0,304.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Briarcrest Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9C4R3,275.0,43.66646,-79.5801,82.0,14.0,41.0,0.0,28.0,138.0,213.0,228.0,225.0,234.0,198.0,214.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Bridlewood Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1T1P7,235.0,43.78079,-79.3151,47.0,0.0,24.0,0.0,24.0,176.0,208.0,181.0,201.0,195.0,178.0,157.0,201.0,193.0,195.0,193.0,185.0,150.0
Toronto DSB,Pub Dist Sch Brd (E/F),Brimwood Boulevard Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1V1E5,375.0,43.81171,-79.2738,244.0,19.0,38.0,0.0,112.0,150.0,248.0,278.0,243.0,262.0,251.0,236.0,326.0,319.0,342.0,304.0,217.0,202.0
Toronto DSB,Pub Dist Sch Brd (E/F),Broadacres Junior Public School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9C3G6,340.0,43.64806,-79.572,102.0,34.0,51.0,68.0,68.0,170.0,204.0,282.0,147.0,156.0,127.0,146.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Broadlands Public School,Public,Not applicable,Elementary,English,K-5,North York,M3A1J7,475.0,43.7459,-79.3166,166.0,24.0,48.0,0.0,95.0,285.0,N/A,N/A,N/A,N/A,409.0,352.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Brock Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6H3S4,310.0,43.65304,-79.4378,93.0,0.0,62.0,0.0,62.0,124.0,241.0,270.0,245.0,257.0,228.0,242.0,265.0,257.0,252.0,257.0,194.0,223.0
Toronto DSB,Pub Dist Sch Brd (E/F),Brookhaven Public School,Public,Not applicable,Elementary,English,JK-5,North York,M6M4N8,375.0,43.7025,-79.4957,150.0,19.0,38.0,0.0,150.0,75.0,276.0,232.0,281.0,270.0,171.0,161.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Brookmill Boulevard Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1W2L5,275.0,43.80121,-79.3149,220.0,14.0,28.0,0.0,82.0,138.0,244.0,217.0,256.0,228.0,235.0,209.0,236.0,250.0,266.0,234.0,176.0,192.0
Toronto DSB,Pub Dist Sch Brd (E/F),Brookside Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1X0A3,720.0,43.82784,-79.2345,454.0,22.0,94.0,0.0,108.0,252.0,559.0,598.0,628.0,684.0,524.0,540.0,636.0,655.0,646.0,698.0,466.0,540.0
Toronto DSB,Pub Dist Sch Brd (E/F),Brookview Middle School,Public,Not applicable,Elementary,English,6-8,North York,M3N2K7,430.0,43.76745,-79.5172,172.0,43.0,129.0,0.0,215.0,64.0,N/A,N/A,N/A,N/A,N/A,N/A,233.0,219.0,258.0,258.0,73.0,69.0
Toronto DSB,Pub Dist Sch Brd (E/F),Brown Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4V2J1,555.0,43.68491,-79.4013,133.0,67.0,39.0,6.0,78.0,488.0,458.0,472.0,431.0,483.0,400.0,372.0,522.0,527.0,505.0,505.0,447.0,438.0
Toronto DSB,Pub Dist Sch Brd (E/F),Bruce Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M4M2Y6,245.0,43.66103,-79.3333,24.0,0.0,49.0,0.0,61.0,147.0,174.0,169.0,173.0,142.0,122.0,93.0,181.0,213.0,160.0,213.0,107.0,147.0
Toronto DSB,Pub Dist Sch Brd (E/F),Buchanan Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1R3V3,290.0,43.75144,-79.2998,145.0,29.0,58.0,0.0,72.0,87.0,180.0,261.0,179.0,244.0,149.0,188.0,185.0,276.0,196.0,276.0,145.0,212.0
Toronto DSB,Pub Dist Sch Brd (E/F),Burrows Hall Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1B1M5,230.0,43.79269,-79.2288,115.0,12.0,34.0,0.0,58.0,80.0,177.0,186.0,192.0,159.0,154.0,143.0,187.0,191.0,211.0,200.0,150.0,150.0
Toronto DSB,Pub Dist Sch Brd (E/F),C D Farquharson Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1S2B1,390.0,43.78446,-79.2661,312.0,39.0,58.0,0.0,117.0,156.0,331.0,308.0,360.0,328.0,304.0,289.0,342.0,335.0,361.0,343.0,236.0,257.0
Toronto DSB,Pub Dist Sch Brd (E/F),C R Marchant Middle School,Public,Not applicable,Elementary,English,6-8,York,M9N3A8,420.0,43.70172,-79.5129,126.0,63.0,105.0,0.0,147.0,84.0,N/A,N/A,N/A,N/A,N/A,N/A,276.0,248.0,304.0,277.0,121.0,105.0
Toronto DSB,Pub Dist Sch Brd (E/F),Calico Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3L1V5,305.0,43.7379,-79.5036,137.0,107.0,46.0,0.0,92.0,92.0,167.0,174.0,155.0,149.0,121.0,131.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Cameron Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2N1E8,325.0,43.75435,-79.4212,114.0,65.0,16.0,0.0,65.0,276.0,249.0,254.0,232.0,237.0,256.0,205.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Carleton Village Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6N2Z4,370.0,43.67235,-79.46,111.0,18.0,37.0,0.0,130.0,111.0,155.0,174.0,161.0,185.0,109.0,100.0,237.0,266.0,245.0,255.0,81.0,104.0
