Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Postal Code,Enrolment,Latitude,Longitude,First Language Not English,New to Canada from Non-English Speaking Country,Receiving Special Education Services,Identified as Gifted,Live in Low-Income Households,Parents Have Some University Education,2016 Grade 3 Reading,2019 Grade 3 Reading,2016 Grade 3 Writing,2019 Grade 3 Writing,2016 Grade 3 Math,2019 Grade 3 Math,2016 Grade 6 Reading,2019 Grade 6 Reading,2016 Grade 6 Writing,2019 Grade 6 Writing,2016 Grade 6 Math,2019 Grade 6 Math
Toronto DSB,Pub Dist Sch Brd (E/F),Fairmount Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1M1C7,405.0,43.71975,-79.2309,61.0,20.0,40.0,0.0,40.0,304.0,322.0,332.0,285.0,288.0,235.0,251.0,348.0,348.0,356.0,320.0,170.0,182.0
Toronto DSB,Pub Dist Sch Brd (E/F),Faywood Arts-Based Curriculum School,Public,Not applicable,Elementary,English,JK-8,North York,M3H2X5,500.0,43.73985,-79.4467,185.0,75.0,90.0,0.0,90.0,325.0,355.0,380.0,351.0,365.0,301.0,265.0,375.0,360.0,360.0,335.0,216.0,220.0
Toronto DSB,Pub Dist Sch Brd (E/F),Fenside Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3A2V9,235.0,43.76457,-79.3291,94.0,47.0,47.0,0.0,82.0,106.0,153.0,155.0,146.0,89.0,96.0,80.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Fern Avenue Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M6R1K3,700.0,43.64517,-79.4461,63.0,14.0,112.0,21.0,70.0,567.0,535.0,588.0,353.0,406.0,469.0,455.0,621.0,609.0,630.0,567.0,478.0,483.0
Toronto DSB,Pub Dist Sch Brd (E/F),Finch Public School,Public,Not applicable,Elementary,English,JK-5,Toronto,M2N4S3,285.0,43.78383,-79.395,171.0,86.0,28.0,0.0,128.0,214.0,233.0,256.0,239.0,225.0,228.0,217.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Firgrove Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3N1K8,380.0,43.75196,-79.5203,171.0,38.0,38.0,0.0,171.0,76.0,306.0,361.0,326.0,365.0,227.0,293.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Fisherville Senior Public School,Public,Junior High School,Elementary,English,7-8,North York,M2R2N1,160.0,43.78456,-79.441,112.0,64.0,32.0,0.0,48.0,88.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Fleming Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B5B5,290.0,43.8154,-79.2034,87.0,14.0,29.0,0.0,87.0,102.0,290.0,290.0,290.0,278.0,276.0,235.0,279.0,290.0,290.0,281.0,173.0,180.0
Toronto DSB,Pub Dist Sch Brd (E/F),Flemington Public School,Public,Not applicable,Elementary,English,JK-5,North York,M6A2N4,220.0,43.72038,-79.4446,55.0,11.0,44.0,0.0,110.0,33.0,137.0,156.0,150.0,123.0,59.0,57.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Forest Hill Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M5P2T6,765.0,43.69534,-79.414,252.0,130.0,69.0,207.0,122.0,612.0,741.0,719.0,666.0,666.0,666.0,566.0,714.0,650.0,698.0,635.0,611.0,574.0
Toronto DSB,Pub Dist Sch Brd (E/F),Forest Manor Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2J1M4,760.0,43.77104,-79.3431,517.0,395.0,76.0,8.0,327.0,547.0,625.0,600.0,631.0,593.0,559.0,486.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Frankland Community School Junior,Public,Not applicable,Elementary,English,JK-6,Toronto,M4K3E1,370.0,43.67717,-79.3504,37.0,18.0,56.0,0.0,18.0,296.0,349.0,352.0,298.0,340.0,296.0,326.0,362.0,329.0,343.0,340.0,286.0,237.0
Toronto DSB,Pub Dist Sch Brd (E/F),Fraser Mustard Early Learning Academy,Public,Not applicable,Elementary,English,JK-3,Toronto,M4H0A2,590.0,43.70649,-79.3432,543.0,171.0,18.0,0.0,366.0,319.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Galloway Road Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1E1X2,220.0,43.76493,-79.1965,77.0,22.0,44.0,0.0,88.0,66.0,141.0,205.0,152.0,189.0,115.0,150.0,127.0,136.0,118.0,114.0,39.0,31.0
Toronto DSB,Pub Dist Sch Brd (E/F),Garden Avenue Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6R1M9,280.0,43.64319,-79.4491,28.0,0.0,14.0,0.0,28.0,196.0,248.0,258.0,253.0,230.0,245.0,230.0,272.0,269.0,262.0,249.0,205.0,176.0
Toronto DSB,Pub Dist Sch Brd (E/F),Gateway Public School,Public,Not applicable,Elementary,English,JK-6,North York,M3C1B4,870.0,43.71172,-79.331,635.0,165.0,113.0,0.0,374.0,426.0,623.0,592.0,612.0,557.0,455.0,400.0,614.0,583.0,616.0,696.0,335.0,322.0
Toronto DSB,Pub Dist Sch Brd (E/F),General Brock Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1L1Y5,445.0,43.71855,-79.2746,222.0,89.0,44.0,0.0,111.0,222.0,279.0,254.0,290.0,267.0,249.0,214.0,302.0,329.0,333.0,316.0,186.0,182.0
Toronto DSB,Pub Dist Sch Brd (E/F),General Crerar Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1P1C8,380.0,43.74568,-79.2796,152.0,19.0,38.0,0.0,114.0,152.0,216.0,190.0,250.0,205.0,172.0,186.0,251.0,289.0,238.0,281.0,127.0,122.0
Toronto DSB,Pub Dist Sch Brd (E/F),General Mercer Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6N1P8,200.0,43.67895,-79.464,50.0,10.0,60.0,0.0,40.0,50.0,111.0,108.0,86.0,76.0,75.0,60.0,84.0,80.0,101.0,112.0,44.0,48.0
Toronto DSB,Pub Dist Sch Brd (E/F),George Anderson Public School,Public,Not applicable,Elementary,English,JK-5,North York,M6M2Y8,175.0,43.70545,-79.4789,114.0,35.0,18.0,0.0,61.0,70.0,142.0,131.0,133.0,122.0,127.0,122.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),George B Little Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1G3G9,410.0,43.77119,-79.2081,184.0,41.0,82.0,0.0,123.0,123.0,319.0,271.0,327.0,271.0,233.0,193.0,306.0,324.0,297.0,324.0,170.0,156.0
Toronto DSB,Pub Dist Sch Brd (E/F),George P Mackie Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1M3B1,130.0,43.7393,-79.2118,39.0,6.0,20.0,0.0,26.0,65.0,112.0,104.0,98.0,117.0,46.0,52.0,99.0,114.0,88.0,130.0,62.0,105.0
Toronto DSB,Pub Dist Sch Brd (E/F),George Peck Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1R1Y1,245.0,43.73825,-79.2936,74.0,24.0,49.0,0.0,74.0,98.0,166.0,194.0,145.0,154.0,134.0,154.0,191.0,189.0,191.0,189.0,145.0,132.0
Toronto DSB,Pub Dist Sch Brd (E/F),George R Gauld Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M8Y1B7,155.0,43.62063,-79.4985,46.0,16.0,23.0,0.0,31.0,85.0,113.0,113.0,120.0,144.0,110.0,113.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),George Syme Community School,Public,Not applicable,Elementary,English,JK-5,York,M6N1T6,390.0,43.66924,-79.4911,156.0,20.0,58.0,0.0,156.0,117.0,159.0,113.0,211.0,133.0,136.0,109.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),George Webster Elementary School,Public,Not applicable,Elementary,English,JK-8,East York,M4B1C5,710.0,43.70195,-79.2995,412.0,156.0,163.0,0.0,327.0,341.0,422.0,376.0,386.0,355.0,265.0,199.0,543.0,554.0,529.0,540.0,343.0,298.0
Toronto DSB,Pub Dist Sch Brd (E/F),Givins/Shaw Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6J2X5,335.0,43.64631,-79.4177,34.0,0.0,34.0,0.0,67.0,218.0,274.0,258.0,246.0,214.0,233.0,214.0,303.0,315.0,264.0,248.0,207.0,271.0
Toronto DSB,Pub Dist Sch Brd (E/F),Glamorgan Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1P4N4,540.0,43.77139,-79.2893,405.0,59.0,103.0,0.0,227.0,227.0,382.0,367.0,379.0,356.0,306.0,254.0,398.0,410.0,393.0,421.0,244.0,232.0
Toronto DSB,Pub Dist Sch Brd (E/F),Gledhill Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4C5K6,450.0,43.68765,-79.3095,45.0,22.0,68.0,0.0,90.0,270.0,193.0,216.0,200.0,216.0,185.0,198.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Glen Ames Senior Public School,Public,Not applicable,Elementary,English,7-8,Toronto,M4E1K5,420.0,43.67418,-79.2983,21.0,21.0,63.0,21.0,42.0,336.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Glen Park Public School,Public,Not applicable,Elementary,English,JK-6,North York,M6B4L5,470.0,43.71328,-79.4358,94.0,24.0,94.0,0.0,94.0,258.0,363.0,301.0,374.0,277.0,333.0,310.0,407.0,362.0,358.0,376.0,237.0,216.0
Toronto DSB,Pub Dist Sch Brd (E/F),Glen Ravine Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1K4V4,275.0,43.73822,-79.2541,179.0,14.0,41.0,0.0,138.0,96.0,219.0,182.0,204.0,190.0,180.0,146.0,239.0,220.0,218.0,220.0,159.0,135.0
Toronto DSB,Pub Dist Sch Brd (E/F),Glenview Senior Public School,Public,Not applicable,Elementary,English,7-8,Toronto,M4R2B5,770.0,43.71997,-79.4095,139.0,31.0,116.0,15.0,77.0,647.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Golf Road Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1G1H7,295.0,43.76393,-79.2169,177.0,15.0,59.0,0.0,74.0,118.0,180.0,189.0,177.0,165.0,119.0,130.0,237.0,204.0,238.0,174.0,113.0,97.0
Toronto DSB,Pub Dist Sch Brd (E/F),Gordon A Brown Middle School,Public,Not applicable,Elementary,English,6-8,East York,M4B1N2,375.0,43.70759,-79.3053,112.0,19.0,56.0,56.0,112.0,188.0,N/A,N/A,N/A,N/A,N/A,N/A,292.0,289.0,273.0,292.0,199.0,191.0
Toronto DSB,Pub Dist Sch Brd (E/F),Gosford Public School,Public,Not applicable,Elementary,English,JK-6,North York,M3N2G8,265.0,43.76386,-79.5216,80.0,13.0,26.0,0.0,106.0,40.0,162.0,154.0,162.0,180.0,128.0,106.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Gracedale Public School,Public,Not applicable,Elementary,English,JK-5,North York,M9L2C1,630.0,43.75319,-79.5618,485.0,82.0,76.0,0.0,227.0,220.0,455.0,441.0,489.0,479.0,364.0,346.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Gracefield Public School,Public,Not applicable,Elementary,English,JK-5,North York,M6L1L7,220.0,43.709,-79.4915,121.0,22.0,33.0,0.0,66.0,88.0,119.0,128.0,128.0,152.0,97.0,92.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Greenholme Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9V3M5,305.0,43.73506,-79.5829,122.0,0.0,61.0,0.0,152.0,61.0,190.0,220.0,200.0,210.0,144.0,201.0,210.0,195.0,203.0,207.0,21.0,21.0
Toronto DSB,Pub Dist Sch Brd (E/F),Greenland Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3C1N1,155.0,43.7336,-79.3385,62.0,16.0,16.0,0.0,31.0,93.0,126.0,118.0,115.0,118.0,103.0,81.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Grenoble Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M3C1C3,965.0,43.71545,-79.333,830.0,280.0,87.0,0.0,598.0,357.0,539.0,550.0,499.0,454.0,388.0,376.0,610.0,647.0,685.0,685.0,365.0,347.0
Toronto DSB,Pub Dist Sch Brd (E/F),Grey Owl Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1B1M4,245.0,43.80398,-79.2133,98.0,24.0,24.0,0.0,98.0,61.0,147.0,176.0,140.0,137.0,83.0,76.0,203.0,211.0,169.0,223.0,103.0,113.0
Toronto DSB,Pub Dist Sch Brd (E/F),Guildwood Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1E1L8,125.0,43.75081,-79.2,19.0,0.0,25.0,0.0,38.0,50.0,95.0,101.0,79.0,70.0,54.0,55.0,90.0,104.0,107.0,125.0,50.0,62.0
Toronto DSB,Pub Dist Sch Brd (E/F),Gulfstream Public School,Public,Not applicable,Elementary,English,JK-8,North York,M9M1S3,605.0,43.73907,-79.542,260.0,73.0,151.0,0.0,151.0,151.0,510.0,454.0,529.0,508.0,427.0,363.0,520.0,411.0,543.0,478.0,240.0,230.0
Toronto DSB,Pub Dist Sch Brd (E/F),H A Halbert Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1M0E1,250.0,43.72748,-79.2318,75.0,25.0,50.0,0.0,88.0,88.0,208.0,175.0,215.0,168.0,145.0,125.0,186.0,182.0,198.0,158.0,50.0,42.0
Toronto DSB,Pub Dist Sch Brd (E/F),H J Alexander Community School,Public,Not applicable,Elementary,English,JK-5,York,M9N1K9,540.0,43.70231,-79.5202,173.0,70.0,81.0,0.0,265.0,92.0,406.0,459.0,437.0,437.0,307.0,313.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Harrison Public School,Public,Not applicable,Elementary,English,JK-5,North York,M2L1V9,160.0,43.75725,-79.3775,72.0,24.0,16.0,0.0,24.0,128.0,145.0,155.0,145.0,155.0,140.0,155.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Harwood Public School,Public,Not applicable,Elementary,English,JK-8,York,M6N3X3,170.0,43.67618,-79.4784,68.0,0.0,34.0,0.0,42.0,42.0,65.0,46.0,71.0,46.0,55.0,46.0,87.0,68.0,115.0,68.0,13.0,12.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hawthorne II Bilingual Alternative Junior School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6G1T3,195.0,43.66825,-79.4223,20.0,0.0,20.0,0.0,20.0,127.0,179.0,152.0,164.0,115.0,158.0,152.0,195.0,148.0,186.0,158.0,104.0,94.0
Toronto DSB,Pub Dist Sch Brd (E/F),Heather Heights Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1G3B5,180.0,43.77515,-79.2151,54.0,18.0,36.0,9.0,54.0,72.0,130.0,121.0,134.0,135.0,88.0,83.0,131.0,157.0,127.0,144.0,79.0,85.0
Toronto DSB,Pub Dist Sch Brd (E/F),Henry Hudson Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1G3H4,290.0,43.77773,-79.2145,188.0,0.0,44.0,0.0,102.0,102.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Henry Kelsey Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1S1K7,300.0,43.79894,-79.2771,240.0,30.0,60.0,30.0,75.0,120.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Heritage Park Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1B5J2,330.0,43.82134,-79.2077,148.0,0.0,33.0,0.0,50.0,66.0,274.0,271.0,282.0,271.0,225.0,234.0,305.0,290.0,305.0,290.0,198.0,182.0
Toronto DSB,Pub Dist Sch Brd (E/F),High Park Alternative School Junior,Public,Not applicable,Elementary,English,JK-8,Toronto,M6P1R3,155.0,43.66142,-79.4728,8.0,0.0,8.0,0.0,16.0,101.0,132.0,141.0,98.0,85.0,108.0,113.0,N/A,155.0,N/A,155.0,N/A,93.0
Toronto DSB,Pub Dist Sch Brd (E/F),Highcastle Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1E4E6,330.0,43.78675,-79.2125,115.0,16.0,66.0,0.0,66.0,132.0,239.0,234.0,246.0,221.0,176.0,172.0,269.0,218.0,268.0,257.0,149.0,165.0
Toronto DSB,Pub Dist Sch Brd (E/F),Highfield Junior School,Public,Not applicable,Elementary,English,JK-5,Etobicoke,M9V2C9,670.0,43.7456,-79.5894,482.0,100.0,67.0,20.0,255.0,248.0,538.0,576.0,547.0,596.0,491.0,516.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Highland Creek Public School,Public,Not applicable,Elementary,English,JK-8,West Hill,M1C1A8,175.0,43.78349,-79.1784,70.0,0.0,18.0,0.0,44.0,70.0,130.0,138.0,118.0,112.0,104.0,88.0,149.0,142.0,161.0,142.0,96.0,108.0
Toronto DSB,Pub Dist Sch Brd (E/F),Highland Heights Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1T2Z3,180.0,43.79441,-79.3003,108.0,18.0,36.0,0.0,81.0,63.0,118.0,113.0,124.0,113.0,83.0,76.0,108.0,103.0,104.0,94.0,53.0,47.0
Toronto DSB,Pub Dist Sch Brd (E/F),Highland Middle School,Public,Junior High School,Elementary,English,6-8,North York,M2H3B5,405.0,43.80685,-79.3554,284.0,40.0,40.0,0.0,101.0,324.0,N/A,N/A,N/A,N/A,N/A,N/A,374.0,381.0,381.0,389.0,336.0,336.0
Toronto DSB,Pub Dist Sch Brd (E/F),Highview Public School,Public,Not applicable,Elementary,English,JK-5,North York,M3M1C4,185.0,43.72194,-79.4972,74.0,18.0,28.0,0.0,74.0,46.0,83.0,85.0,114.0,115.0,79.0,85.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Hillcrest Community School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5R3E6,380.0,43.67904,-79.4158,38.0,38.0,38.0,0.0,38.0,304.0,337.0,327.0,349.0,304.0,315.0,277.0,324.0,350.0,341.0,361.0,214.0,167.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hillmount Public School,Public,Not applicable,Elementary,English,JK-5,Toronto,M2H2C6,230.0,43.7994,-79.3507,196.0,46.0,23.0,0.0,46.0,172.0,230.0,230.0,230.0,223.0,214.0,216.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Hilltop Middle School,Public,Not applicable,Elementary,English,6-8,Etobicoke,M9P1N8,560.0,43.68908,-79.533,162.0,17.0,129.0,11.0,168.0,246.0,N/A,N/A,N/A,N/A,N/A,N/A,408.0,420.0,405.0,437.0,211.0,207.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hodgson Middle School,Public,Not applicable,Elementary,English,6-8,Toronto,M4S1H2,535.0,43.70115,-79.3849,128.0,54.0,75.0,11.0,80.0,455.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,471.0,N/A,455.0,N/A,310.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hollycrest Middle School,Public,Not applicable,Elementary,English,4-8,Etobicoke,M9C2N6,475.0,43.6561,-79.5827,95.0,24.0,95.0,24.0,71.0,261.0,N/A,N/A,N/A,N/A,N/A,N/A,375.0,356.0,394.0,390.0,247.0,242.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hollywood Public School,Public,Not applicable,Elementary,English,JK-6,North York,M2N3L4,440.0,43.77051,-79.3918,176.0,88.0,0.0,0.0,66.0,374.0,430.0,400.0,440.0,400.0,440.0,387.0,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Horizon Alternative Senior School,Public,Not applicable,Elementary,English,7-8,Toronto,M5T1S9,70.0,43.65795,-79.422,0.0,0.0,7.0,7.0,7.0,56.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Howard Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6R1T2,510.0,43.65039,-79.4526,61.0,10.0,46.0,10.0,51.0,418.0,396.0,352.0,374.0,352.0,402.0,362.0,479.0,479.0,470.0,479.0,355.0,362.0
Toronto DSB,Pub Dist Sch Brd (E/F),Humber Summit Middle School,Public,Not applicable,Elementary,English,6-8,North York,M9L2G9,455.0,43.75056,-79.5645,318.0,46.0,91.0,0.0,182.0,136.0,N/A,N/A,N/A,N/A,N/A,N/A,345.0,328.0,377.0,369.0,192.0,196.0
Toronto DSB,Pub Dist Sch Brd (E/F),Humber Valley Village Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9A3E1,405.0,43.66556,-79.5263,101.0,20.0,40.0,0.0,61.0,263.0,321.0,356.0,335.0,332.0,291.0,300.0,375.0,397.0,389.0,397.0,341.0,324.0
Toronto DSB,Pub Dist Sch Brd (E/F),Humbercrest Public School,Public,Not applicable,Elementary,English,JK-8,York,M6S2H7,675.0,43.66045,-79.4911,40.0,7.0,74.0,14.0,68.0,574.0,490.0,554.0,399.0,371.0,476.0,500.0,634.0,634.0,610.0,634.0,424.0,284.0
Toronto DSB,Pub Dist Sch Brd (E/F),Humberwood Downs Junior Middle Academy,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9W7A6,790.0,43.72886,-79.6191,427.0,63.0,95.0,0.0,166.0,284.0,615.0,664.0,656.0,695.0,555.0,577.0,698.0,719.0,706.0,727.0,545.0,561.0
Toronto DSB,Pub Dist Sch Brd (E/F),Humewood Community School,Public,Not applicable,Elementary,English,JK-8,York,M6C2X4,610.0,43.68663,-79.428,67.0,18.0,73.0,6.0,67.0,421.0,430.0,348.0,519.0,348.0,423.0,372.0,554.0,598.0,572.0,555.0,281.0,354.0
Toronto DSB,Pub Dist Sch Brd (E/F),Hunter's Glen Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1K4X5,420.0,43.74569,-79.2602,273.0,42.0,84.0,0.0,126.0,147.0,350.0,378.0,337.0,357.0,298.0,298.0,380.0,395.0,373.0,399.0,290.0,307.0
Toronto DSB,Pub Dist Sch Brd (E/F),Huron Street Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5R2R6,350.0,43.67049,-79.4024,70.0,35.0,52.0,0.0,70.0,210.0,315.0,290.0,307.0,270.0,246.0,234.0,299.0,266.0,287.0,287.0,217.0,206.0
Toronto DSB,Pub Dist Sch Brd (E/F),Indian Road Crescent Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M6P2G8,320.0,43.66252,-79.4601,32.0,0.0,64.0,0.0,48.0,224.0,259.0,288.0,237.0,246.0,203.0,234.0,254.0,282.0,214.0,272.0,158.0,202.0
Toronto DSB,Pub Dist Sch Brd (E/F),Inglewood Heights Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1T2T6,250.0,43.7794,-79.2923,175.0,50.0,50.0,0.0,62.0,112.0,182.0,140.0,195.0,185.0,128.0,120.0,188.0,180.0,173.0,190.0,108.0,112.0
Toronto DSB,Pub Dist Sch Brd (E/F),Ionview Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,M1K2Z9,405.0,43.73737,-79.2743,263.0,61.0,81.0,0.0,122.0,162.0,325.0,348.0,326.0,300.0,277.0,255.0,256.0,292.0,287.0,304.0,154.0,134.0
Toronto DSB,Pub Dist Sch Brd (E/F),Iroquois Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,M1S2S6,325.0,43.80267,-79.2694,227.0,16.0,32.0,98.0,65.0,98.0,214.0,208.0,231.0,240.0,218.0,218.0,289.0,306.0,297.0,306.0,235.0,254.0
Toronto DSB,Pub Dist Sch Brd (E/F),Island Public/Natural Science School,Public,Not applicable,Elementary,English,JK-6,Toronto,M5J2E9,275.0,43.61574,-79.3782,41.0,28.0,14.0,0.0,55.0,248.0,275.0,267.0,219.0,239.0,230.0,212.0,239.0,261.0,239.0,261.0,117.0,160.0
Toronto DSB,Pub Dist Sch Brd (E/F),Islington Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M9A2H5,505.0,43.64748,-79.5279,328.0,116.0,40.0,0.0,187.0,232.0,414.0,414.0,405.0,449.0,357.0,364.0,382.0,424.0,391.0,465.0,281.0,278.0
Toronto DSB,Pub Dist Sch Brd (E/F),J B Tyrrell Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1W1B3,415.0,43.78887,-79.3242,228.0,0.0,83.0,83.0,124.0,228.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),J G Workman Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,M1K1N7,190.0,43.70718,-79.2671,114.0,28.0,28.0,0.0,57.0,57.0,105.0,142.0,111.0,133.0,92.0,124.0,136.0,141.0,152.0,169.0,56.0,49.0
Toronto DSB,Pub Dist Sch Brd (E/F),J R Wilcox Community School,Public,Not applicable,Elementary,English,JK-8,York,M6C1X3,310.0,43.69494,-79.4363,62.0,31.0,62.0,0.0,62.0,155.0,257.0,257.0,268.0,257.0,174.0,226.0,221.0,267.0,227.0,254.0,76.0,84.0
Toronto DSB,Pub Dist Sch Brd (E/F),Jack Miner Senior Public School,Public,Not applicable,Elementary,English,7-8,Scarborough,M1E1R3,195.0,43.74968,-79.187,39.0,0.0,29.0,49.0,29.0,107.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toronto DSB,Pub Dist Sch Brd (E/F),Jackman Avenue Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,M4K2X5,680.0,43.68064,-79.3539,54.0,27.0,48.0,14.0,41.0,564.0,598.0,490.0,585.0,544.0,590.0,537.0,666.0,653.0,680.0,639.0,489.0,469.0
Toronto DSB,Pub Dist Sch Brd (E/F),James S Bell Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,M8W3E9,440.0,43.5939,-79.5301,88.0,44.0,44.0,0.0,88.0,220.0,359.0,352.0,395.0,304.0,273.0,251.0,354.0,414.0,355.0,405.0,229.0,220.0
